"Story","Title","Result","Date","Stability","Duration (s)"
"EmployeeDirectory","Check whether employee directory page is downloaded","PENDING","2022-12-16T10:21:08.0524922+05:30[Asia/Calcutta]","0.0","0.03"
"Feedback","Open Submit Feedback Page","SUCCESS","2022-12-17T23:04:57.5613284+05:30[Asia/Calcutta]","0.0","35.59"
"Feedback","Submit a Feedback","SUCCESS","2022-12-17T23:05:33.6735362+05:30[Asia/Calcutta]","0.0","47.2"
"Feedback","Submit a Blank Feedback","SUCCESS","2022-12-17T23:06:20.9306246+05:30[Asia/Calcutta]","0.0","37.95"
"Feedback","Verify Page Navigation","SUCCESS","2022-12-17T23:06:58.897115+05:30[Asia/Calcutta]","0.0","32.15"
"Feedback","Valid Search a Feedback","SUCCESS","2022-12-17T23:07:31.0626185+05:30[Asia/Calcutta]","0.0","47.68"
"Feedback","Invalid Search a Feedback","SUCCESS","2022-12-17T23:08:18.7612538+05:30[Asia/Calcutta]","0.0","46.7"
"Feedback","Verify number of rows data","SUCCESS","2022-12-17T23:09:05.4720288+05:30[Asia/Calcutta]","0.0","41.3"
"Feedback","Sort the Feedback column","SUCCESS","2022-12-17T23:09:46.7881037+05:30[Asia/Calcutta]","0.0","51.34"
"Feedback","View a Feedback","SUCCESS","2022-12-17T23:10:38.1681628+05:30[Asia/Calcutta]","0.0","50.09"
"Feedback","Export Data","SUCCESS","2022-12-22T17:38:13.1429223+05:30[Asia/Calcutta]","0.0","74.19"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","On Knowledge Base navigate to view documents and verify add New Documents Tag Icon Present and functional","PENDING","2022-12-16T10:21:08.4389155+05:30[Asia/Calcutta]","0.0","0.03"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","On Knowledge Base add new document and check how these are  working","PENDING","2022-12-16T10:21:08.478131+05:30[Asia/Calcutta]","0.0","0.03"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","click on checking the functionality of adding folder","PENDING","2022-12-16T10:21:08.51304+05:30[Asia/Calcutta]","0.0","0.02"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","Knowledge base view documents add new folder testcase to check folder functionality","PENDING","2022-12-16T10:21:08.5369747+05:30[Asia/Calcutta]","0.0","0.03"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","check folder functionality add folder without name","PENDING","2022-12-16T10:21:08.5688905+05:30[Asia/Calcutta]","0.0","0.02"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","Check duplicate folder functionality by adding one duplicate folder","PENDING","2022-12-16T10:21:08.5960827+05:30[Asia/Calcutta]","0.0","0.02"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","check right click working","PENDING","2022-12-16T10:21:08.6165481+05:30[Asia/Calcutta]","0.0","0.01"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","check add new document after right click invalid doc type","PENDING","2022-12-16T10:21:08.6329838+05:30[Asia/Calcutta]","0.0","0.02"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","Upload a valid document after filling all the fields","PENDING","2022-12-16T10:21:08.6579178+05:30[Asia/Calcutta]","0.0","0.02"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","Filling all the fields and no documents attached","PENDING","2022-12-16T10:21:08.6912209+05:30[Asia/Calcutta]","0.0","0.03"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","Upload a file without filling all the fields","PENDING","2022-12-16T10:21:08.7251526+05:30[Asia/Calcutta]","0.0","0.03"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","Knowledge base view document check delete option from menulist","PENDING","2022-12-16T10:21:08.7626906+05:30[Asia/Calcutta]","0.0","0.02"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","Check rename functionality for folder on right click","PENDING","2022-12-16T10:21:08.7884284+05:30[Asia/Calcutta]","0.0","0.01"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","verify menu list opening for subfolders","PENDING","2022-12-16T10:21:08.8075054+05:30[Asia/Calcutta]","0.0","0.01"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","check refresh button in view documents tab","PENDING","2022-12-16T10:21:08.8249832+05:30[Asia/Calcutta]","0.0","0.01"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","check number of rows dropdown working or not","PENDING","2022-12-16T10:21:08.8379862+05:30[Asia/Calcutta]","0.0","0.01"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","verify search bar functionality on view documents page","PENDING","2022-12-16T10:21:08.8568977+05:30[Asia/Calcutta]","0.0","0.08"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","Check navigation on view document page","PENDING","2022-12-16T10:21:08.9387161+05:30[Asia/Calcutta]","0.0","0.04"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","verify clicks of previous button and next page button on first page.","PENDING","2022-12-16T10:21:08.9855846+05:30[Asia/Calcutta]","0.0","0.04"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","goto View shared documents and verify view functionality","PENDING","2022-12-16T10:21:09.0324619+05:30[Asia/Calcutta]","0.0","0.01"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","check the sorting functionality in view shared documents","PENDING","2022-12-16T10:21:09.0534018+05:30[Asia/Calcutta]","0.0","0.01"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","check the dropdown on view shared documents select rows","PENDING","2022-12-16T10:21:09.0733534+05:30[Asia/Calcutta]","0.0","0.01"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","check search bar functionality in view shared documents","PENDING","2022-12-16T10:21:09.0948136+05:30[Asia/Calcutta]","0.0","0.06"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","check next button functionality at last page in view shared documents","PENDING","2022-12-16T10:21:09.1556511+05:30[Asia/Calcutta]","0.0","0.01"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","check previous button working while not on first page","PENDING","2022-12-16T10:21:09.1700542+05:30[Asia/Calcutta]","0.0","0.01"
"Automation of  View Document and view shared document Submenu in knowledge base menu in MIS Dashboard","check the navigation buttons are working on view shared documents","PENDING","2022-12-16T10:21:09.1810992+05:30[Asia/Calcutta]","0.0","0.04"
"LNSA","Open Apply LNSA Tab","PENDING","2022-12-16T10:21:09.2249818+05:30[Asia/Calcutta]","0.0","0.0"
"LNSA","Move to previous date","PENDING","2022-12-16T10:21:09.2329613+05:30[Asia/Calcutta]","0.0","0.01"
"LNSA","Move to next date","PENDING","2022-12-16T10:21:09.2429355+05:30[Asia/Calcutta]","0.0","0.01"
"LNSA","Select Week Checkbox","PENDING","2022-12-16T10:21:09.2539102+05:30[Asia/Calcutta]","0.0","0.0"
"LNSA","Submit LNSA without selecting date","PENDING","2022-12-16T10:21:09.2629314+05:30[Asia/Calcutta]","0.0","0.01"
"LNSA","Cancel Submit Window","PENDING","2022-12-16T10:21:09.2728764+05:30[Asia/Calcutta]","0.0","0.01"
"LNSA","Submit Blank LNSA","PENDING","2022-12-16T10:21:09.2818666+05:30[Asia/Calcutta]","0.0","0.01"
"LNSA","Submit Valid LNSA","PENDING","2022-12-16T10:21:09.3007778+05:30[Asia/Calcutta]","0.0","0.01"
"LNSA","Open View Request status Tab","PENDING","2022-12-16T10:21:09.314076+05:30[Asia/Calcutta]","0.0","0.01"
"LNSA","Export Data","PENDING","2022-12-16T10:21:09.3267084+05:30[Asia/Calcutta]","0.0","0.01"
"LNSA","Verify number of rows data","PENDING","2022-12-16T10:21:09.3448343+05:30[Asia/Calcutta]","0.0","0.01"
"LNSA","Valid Search a LNSA Request","PENDING","2022-12-16T10:21:09.3566375+05:30[Asia/Calcutta]","0.0","0.01"
"LNSA","Invalid Search a LNSA Request","PENDING","2022-12-16T10:21:09.3715892+05:30[Asia/Calcutta]","0.0","0.01"
"LNSA","Sort the LNSA columns","PENDING","2022-12-16T10:21:09.3910691+05:30[Asia/Calcutta]","0.0","0.02"
"LNSA","View Status","PENDING","2022-12-16T10:21:09.4179868+05:30[Asia/Calcutta]","0.0","0.01"
"Leave Balance","Verify leave Balance card is visible or not","PENDING","2022-12-16T10:21:09.4289565+05:30[Asia/Calcutta]","0.0","0.0"
"Leave Balance","Click on number of leaves and verify leave history popup window","PENDING","2022-12-16T10:21:09.436996+05:30[Asia/Calcutta]","0.0","0.01"
"Leave Balance","Navigate to leave history window and verify number of records","PENDING","2022-12-16T10:21:09.4497768+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Dashboard Profile module Scenarios","User Updates Mobile and Extn Number","SUCCESS","2022-12-17T21:12:23.2284643+05:30[Asia/Calcutta]","0.0","46.17"
"MIS Dashboard Profile module Scenarios","User enters invalid Phone number","SUCCESS","2022-12-17T21:13:09.4513223+05:30[Asia/Calcutta]","0.0","35.79"
"MIS Dashboard Profile module Scenarios","User not fills a field in Mobile Number section","SUCCESS","2022-12-17T21:13:45.286677+05:30[Asia/Calcutta]","0.0","31.85"
"MIS Dashboard Profile module Scenarios","User not fills a field in Extension number section","SUCCESS","2022-12-17T21:14:17.1738541+05:30[Asia/Calcutta]","0.0","31.63"
"MIS Dashboard Profile module Scenarios","User enters invalid Extension Number","SUCCESS","2022-12-17T21:14:48.8278025+05:30[Asia/Calcutta]","0.0","35.13"
"MIS Dashboard Profile module Scenarios","User enters invalid Pin code","ERROR","2022-12-17T21:15:23.9959203+05:30[Asia/Calcutta]","0.0","6.13"
"MIS Dashboard Profile module Scenarios","User enters Incorrect Password","SUCCESS","2022-12-17T21:15:30.1979676+05:30[Asia/Calcutta]","0.0","48.66"
"MIS Dashboard Profile module Scenarios","User enters Different Password in Confirm Password","SUCCESS","2022-12-17T21:16:18.8713123+05:30[Asia/Calcutta]","0.0","48.09"
"MIS Dashboard Profile module Scenarios","User Changes Password Successfully","SUCCESS","2022-12-17T21:17:07.0014728+05:30[Asia/Calcutta]","0.0","42.19"
"MIS Dashboard Profile module Scenarios","User not fills a field in Change Password section","SUCCESS","2022-12-17T21:17:49.2276383+05:30[Asia/Calcutta]","0.0","44.05"
"MIS Dashboard Profile module Scenarios","User Updates Address","SUCCESS","2022-12-17T21:18:33.3034422+05:30[Asia/Calcutta]","0.0","43.4"
"MIS Dashboard Profile module Scenarios","User leaves Pin Code field blank","SUCCESS","2022-12-17T21:19:16.7314836+05:30[Asia/Calcutta]","0.0","41.79"
"MIS Dashboard Profile module Scenarios","User applies for lunch for already applied date","SUCCESS","2022-12-17T21:20:45.3003666+05:30[Asia/Calcutta]","0.0","42.44"
"MIS Dashboard Profile module Scenarios","User leave a field blank in Apply lunch","SUCCESS","2022-12-17T21:21:27.7615512+05:30[Asia/Calcutta]","0.0","27.74"
"MIS Dashboard Profile module Scenarios","Download Card","SUCCESS","2022-12-17T21:58:07.2402631+05:30[Asia/Calcutta]","0.0","36.14"
"MIS Dashboard Profile module Scenarios","User applies for lunch","ERROR","2022-12-17T22:24:09.1273968+05:30[Asia/Calcutta]","0.0","32.38"
"MIS Forms- View Forms scenarios","Open View Forms Page","PENDING","2022-12-16T10:21:09.7552326+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Forms- View Forms scenarios","Check presence of Previous and Next Btn","PENDING","2022-12-16T10:21:09.7701699+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Forms- View Forms scenarios","User selects a department","PENDING","2022-12-16T10:21:09.7851292+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Forms- View Forms scenarios","User select number of entries","PENDING","2022-12-16T10:21:09.801262+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Forms- View Forms scenarios","User enters valid value in search field","PENDING","2022-12-16T10:21:09.8150494+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Forms- View Forms scenarios","User enters invalid value in search field","PENDING","2022-12-16T10:21:09.8320042+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Forms- View Forms scenarios","User clicks on eye button to view policy","PENDING","2022-12-16T10:21:09.8474669+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Forms- View Forms scenarios","User downloads document","PENDING","2022-12-16T10:21:09.8599818+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Forms- View Forms scenarios","User opens My Forms page","PENDING","2022-12-16T10:21:09.8719126+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Forms- View Forms scenarios","User uploads Incorrect File","PENDING","2022-12-16T10:21:09.8858468+05:30[Asia/Calcutta]","0.0","0.02"
"MIS Forms- View Forms scenarios","User Uploads correct File","PENDING","2022-12-16T10:21:09.9097832+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Forms- View Forms scenarios","User uploads file and selects number of entries","PENDING","2022-12-16T10:21:09.9297287+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Forms- View Forms scenarios","User enters valid value in My forms search field","PENDING","2022-12-16T10:21:09.9468942+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Forms- View Forms scenarios","User enters an invalid value in My Forms search field","PENDING","2022-12-16T10:21:09.9616461+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Forms- View Forms scenarios","User hover over and clicks on deactivate Button","PENDING","2022-12-16T10:21:09.9766055+05:30[Asia/Calcutta]","0.0","0.01"
"MIS Forms- View Forms scenarios","User downloads from My Forms page","PENDING","2022-12-16T10:21:09.9955563+05:30[Asia/Calcutta]","0.0","0.02"
"Login MIS Application Activities","User verifies elements of Login page","SUCCESS","2022-12-16T12:59:04.3535011+05:30[Asia/Calcutta]","0.0","15.73"
"Login MIS Application Activities","User Clicks on Sign In without entering Credentials","SUCCESS","2022-12-16T15:28:59.5928313+05:30[Asia/Calcutta]","0.0","26.8"
"Login MIS Application Activities","User Enters only username and Clicks on Sign In","SUCCESS","2022-12-16T15:32:48.2518935+05:30[Asia/Calcutta]","0.0","16.69"
"Login MIS Application Activities","User Enter only password and Clicks on Sign In","SUCCESS","2022-12-16T15:34:02.7895065+05:30[Asia/Calcutta]","0.0","16.81"
"Login MIS Application Activities","User Enters Invalid Credentials","SUCCESS","2022-12-16T15:34:52.2531769+05:30[Asia/Calcutta]","0.0","16.46"
"Login MIS Application Activities","User Login to the Application via SSO","SUCCESS","2022-12-16T15:35:50.62085+05:30[Asia/Calcutta]","0.0","17.99"
"Login MIS Application Activities","User clicks on Forget Password","SUCCESS","2022-12-16T15:56:25.2954268+05:30[Asia/Calcutta]","0.0","18.49"
"Login MIS Application Activities","User Clicks on Reset linking without giving username","SUCCESS","2022-12-16T19:15:03.1166051+05:30[Asia/Calcutta]","0.0","20.73"
"Login MIS Application Activities","User clicks on forgot password and enters invalid username.","ERROR","2022-12-16T19:16:39.5355439+05:30[Asia/Calcutta]","0.0","17.81"
"Login MIS Application Activities","User navigate back to sign In Page","SUCCESS","2022-12-16T19:23:28.0769395+05:30[Asia/Calcutta]","0.0","15.65"
"Login MIS Application Activities","User Login to the Application","SUCCESS","2022-12-17T21:02:22.6331626+05:30[Asia/Calcutta]","0.0","32.04"
"Accounts Portal","Verify elements loaded on My Account page","PENDING","2022-12-16T10:21:10.1735462+05:30[Asia/Calcutta]","0.0","0.01"
"Accounts Portal","Verify login to GreytHR portal and verify View Info list","PENDING","2022-12-16T10:21:10.1845717+05:30[Asia/Calcutta]","0.0","0.01"
"Accounts Portal","Verify log in failed when no credentials are enter","PENDING","2022-12-16T10:21:10.2054855+05:30[Asia/Calcutta]","0.0","0.01"
"Accounts Portal","Verify all the element on GreytHR landing page","PENDING","2022-12-16T10:21:10.2144662+05:30[Asia/Calcutta]","0.0","0.0"
"Accounts Portal","Verify profile details in greytHR portal","PENDING","2022-12-16T10:21:10.2264347+05:30[Asia/Calcutta]","0.0","0.01"
"My Skills in Dashboard","Verify My Skills are updating with Valid Data","PENDING","2022-12-16T10:21:10.244384+05:30[Asia/Calcutta]","0.0","0.02"
"My Skills in Dashboard","Verify My Skills are not updating with InValid Data","PENDING","2022-12-16T10:21:10.2693153+05:30[Asia/Calcutta]","0.0","0.05"
"NavBar","Verify user redirect to landing page when clicking on Gemini logo","PENDING","2022-12-16T10:21:10.3197335+05:30[Asia/Calcutta]","0.0","0.01"
"NavBar","Verify toggle button on dashboard page","PENDING","2022-12-16T10:21:10.3297643+05:30[Asia/Calcutta]","0.0","0.01"
"NavBar","Click on Change AD Password and verify  new tab is open","PENDING","2022-12-16T10:21:10.3406778+05:30[Asia/Calcutta]","0.0","0.0"
"NavBar","Click on profile menu and verify all items are present","PENDING","2022-12-16T10:21:10.3507852+05:30[Asia/Calcutta]","0.0","0.0"
"NavBar","Verify Add skill close button after entering all values","PENDING","2022-12-16T10:21:10.3586293+05:30[Asia/Calcutta]","0.0","0.02"
"NavBar","Verify success/warning message box when adding new/duplicate skills from profile dropdown","PENDING","2022-12-16T10:21:10.3861088+05:30[Asia/Calcutta]","0.0","0.03"
"NavBar","Verify Experience text field on Add new skills window","PENDING","2022-12-16T10:21:10.4229959+05:30[Asia/Calcutta]","0.0","0.02"
"NavBar","Logout to MIS portal","PENDING","2022-12-16T10:21:10.4509035+05:30[Asia/Calcutta]","0.0","0.0"
"NavBar","Verify cars are added on dashboard when updating from dashboard setting","PENDING","2022-12-16T10:21:10.4578828+05:30[Asia/Calcutta]","0.0","0.01"
"NavBar","Verify all cards re appear when checked from dashboard setting","PENDING","2022-12-16T10:21:10.4668591+05:30[Asia/Calcutta]","0.0","0.01"
"Perform actions on Organization Structure of MIS website","Search an employee and get their designation","PENDING","2022-12-16T10:21:10.4788279+05:30[Asia/Calcutta]","0.0","0.0"
"Perform actions on Organization Structure of MIS website","Count total number of seniors visible by default","PENDING","2022-12-16T10:21:10.4884734+05:30[Asia/Calcutta]","0.0","0.01"
"Perform actions on Organization Structure of MIS website","Expand and compress a senior with max reportees","PENDING","2022-12-16T10:21:10.5024701+05:30[Asia/Calcutta]","0.0","0.01"
"Perform actions on Organization Structure of MIS website","Zoom on a card by double clicking it","PENDING","2022-12-16T10:21:10.5124079+05:30[Asia/Calcutta]","0.0","0.01"
"Perform actions on Organization Structure of MIS website","Zoom in and Zoom out the organisation structure","PENDING","2022-12-16T10:21:10.5244329+05:30[Asia/Calcutta]","0.0","0.01"
"OtherPortals","My MIS Other Portals validation","PENDING","2022-12-16T10:21:10.5363695+05:30[Asia/Calcutta]","0.0","0.01"
"Policy Activities","Navigate to Policy > View Policies","PENDING","2022-12-16T10:21:10.5503069+05:30[Asia/Calcutta]","0.0","0.01"
"Policy Activities","Verify Data is present in Policies tab","PENDING","2022-12-16T10:21:10.5622747+05:30[Asia/Calcutta]","0.0","0.01"
"Policy Activities","Verify Number of Entries displayed","PENDING","2022-12-16T10:21:10.5745324+05:30[Asia/Calcutta]","0.0","0.01"
"Policy Activities","Enter Policy Name in Search Box","PENDING","2022-12-16T10:21:10.5932166+05:30[Asia/Calcutta]","0.0","0.01"
